"gene","shoot_control_1","shoot_control_2","shoot_control_3","shoot_MeJA_1","shoot_MeJA_2","shoot_MeJA_3"
"AT1G06570",2520,5826,1930,7249,7618,3911
"AT1G06580",111,249,109,237,103,223
"AT1G06590",746,982,760,1284,853,1141
"AT1G06610",0,0,0,0,0,0
"AT1G06620",814,2035,1326,7517,5660,7190
"AT1G06630",1405,2424,1465,3325,2105,2517
"AT1G06640",3308,7841,4365,10061,11948,11102
"AT1G06645",603,1118,418,994,924,471
"AT1G06650",2660,5044,2249,4616,4048,2730
"AT1G06660",217,230,137,176,112,200
"AT1G06670",3899,6491,3956,4784,5431,5587
"AT1G06680",57902,101410,32342,63795,76277,35268
"AT1G06690",3036,4734,1707,3350,3227,2331
"AT1G06700",3112,4939,2585,5354,3967,3267
"AT1G06710",594,733,587,925,619,871
"AT1G06720",4136,6764,4788,5341,5031,6340
"AT1G06730",879,1416,871,1147,1168,1109
"AT1G06750",123,116,82,149,107,115
"AT1G06760",7292,11359,6892,15515,8576,8869
"AT1G06770",653,989,555,1041,837,802
"AT1G06780",867,1247,889,1328,1094,1255
"AT1G06790",966,1626,1042,1164,1510,1453
"AT1G06800",750,1847,873,2310,1992,1552
"AT1G06810",0,0,3,0,0,0
"AT1G06820",2395,4099,1907,2899,3012,2586
"AT1G06830",784,1215,627,734,594,629
"AT1G06840",1596,3579,2174,2773,2442,2529
"AT1G06850",517,871,594,683,775,737
"AT1G06860",0,0,1,0,0,0
"AT1G06870",1306,2225,1353,1072,2028,1939
"AT1G06880",0,0,1,1,0,0
"AT1G06890",2919,4375,2830,4349,3955,3852
"AT1G06900",3126,4532,3116,4293,3701,4220
"AT1G06910",338,440,317,377,346,393
"AT1G06920",0,0,0,0,7,0
"AT1G06923",36,58,23,42,35,70
"AT1G06925",5,4,0,2,0,0
"AT1G06930",20,45,29,22,24,58
"AT1G06950",12402,16220,9237,15274,13425,12671
"AT1G06960",586,787,636,762,557,794
"AT1G06970",1,8,4,2,4,8
"AT1G06980",42,37,36,21,24,30
"AT1G06990",0,0,0,0,0,0
"AT1G07000",996,2810,1273,2147,2036,1335
"AT1G07010",3353,7919,2304,3672,6447,3140
"AT1G07020",660,904,628,1077,781,785
"AT1G07025",0,0,0,0,0,0
"AT1G07030",1531,2634,1639,2180,2941,2701
"AT1G07040",1032,1864,1132,3229,2120,1851
"AT1G07050",968,413,450,376,456,823
"AT1G07051",0,0,1,0,0,2
"AT1G07060",5,11,4,13,10,14
"AT1G07070",1519,2202,1383,1213,1680,1992
"AT1G07080",2667,4856,2316,4478,4835,3490
"AT1G07090",941,1714,1071,1354,1858,1807
"AT1G07100",0,0,0,0,0,0
"AT1G07110",5458,7886,3313,7169,4405,3827
"AT1G07119",177,277,178,202,223,234
"AT1G07120",175,267,175,196,215,220
"AT1G07128",672,1170,599,1286,1049,932
"AT1G07130",702,1227,623,1345,1100,967
"AT1G07135",5614,9891,3965,1535,6429,4891
"AT1G07140",8770,14726,8798,15918,12549,12175
"AT1G07150",501,1281,364,536,1041,658
"AT1G07160",231,688,325,75,266,333
"AT1G07170",783,1422,731,1812,1332,1047
"AT1G07175",3,9,14,5,1,10
"AT1G07180",2478,7263,1524,3041,6091,2513
"AT1G07190",0,0,0,0,0,0
"AT1G07200",1265,2289,1127,2142,2021,1748
"AT1G07210",2209,3525,2215,2989,3075,3270
"AT1G07220",871,1728,873,1116,1434,1289
"AT1G07230",1348,2415,1368,2340,1912,1592
"AT1G07240",1602,3456,1667,5172,3529,2710
"AT1G07250",1250,2305,1038,2183,2160,1729
"AT1G07260",367,820,454,1489,3135,1556
"AT1G07270",60,81,92,74,63,119
"AT1G07280",3847,5294,2645,5537,4015,3363
"AT1G07290",105,114,85,125,88,131
"AT1G07300",224,223,216,288,120,254
"AT1G07310",1235,2160,1203,2524,1914,1547
"AT1G07320",15207,20921,8388,16833,14543,10810
"AT1G07330",15,18,2,20,8,3
"AT1G07340",1,0,0,2,0,0
"AT1G07350",3350,7015,2265,2231,7877,4515
"AT1G07360",2329,3569,2128,3087,2836,2900
"AT1G07370",902,894,979,534,957,1086
"AT1G07380",674,1034,667,903,926,815
"AT1G07390",706,1433,965,810,767,909
"AT1G07400",1260,5062,1032,627,6610,1248
"AT1G07410",112,194,132,142,152,186
"AT1G07420",1976,2349,1828,2228,1655,2481
"AT1G07430",19,14,9,13,12,33
"AT1G07440",2504,4068,1345,2787,2454,1550
"AT1G07450",155,228,66,133,156,108
"AT1G07460",0,4,0,0,0,2
"AT1G07470",965,1325,899,1564,1041,1280
"AT1G07473",8,14,1,5,10,11
"AT1G07476",7,8,6,12,9,11
"AT1G07480",976,1489,829,1459,1037,1153
"AT1G07485",45,82,50,16,28,30
"AT1G07490",45,81,50,16,27,29
"AT1G07500",19,35,23,30,61,50
"AT1G07510",1966,3258,1769,3101,3674,2925
"AT1G07520",634,1275,643,752,858,720
"AT1G07530",1725,3054,1643,2955,2705,2115
"AT1G07540",2,0,2,0,0,0
"AT1G07550",8,15,6,14,1,4
"AT1G07560",123,117,92,102,43,134
"AT1G07570",1684,3937,1766,1567,2413,1654
"AT1G07580",0,0,0,0,2,0
"AT1G07590",48051,53371,35689,66188,63213,56325
"AT1G07600",33763,38015,26032,48658,44600,39845
"AT1G07610",2781,3010,2464,3007,2227,3256
"AT1G07615",675,1026,608,1035,829,784
"AT1G07620",456,1376,796,932,1973,1334
"AT1G07630",1964,4402,2461,4559,4126,3385
"AT1G07640",2707,3075,2380,3349,3194,3484
"AT1G07645",0,6,4,4,2,2
"AT1G07650",3414,6754,4323,5064,3717,3682
"AT1G07660",1201,1747,1052,1397,1387,1339
"AT1G07670",2759,4479,3143,3464,5000,4711
"AT1G07680",4,8,3,8,2,12
"AT1G07690",0,0,0,2,0,2
"AT1G07700",2316,4140,1960,3005,3576,2478
"AT1G07702",82,200,128,139,137,133
"AT1G07705",1568,2498,1541,1913,1938,1855
"AT1G07710",46,48,33,69,35,75
"AT1G07720",2165,5805,2210,2535,4230,2590
"AT1G07725",544,1008,584,1537,884,840
"AT1G07728",542,1008,583,1539,885,839
"AT1G07730",192,272,196,289,234,340
"AT1G07740",414,577,441,653,484,626
"AT1G07745",365,582,331,652,521,499
"AT1G07747",0,2,0,2,3,0
"AT1G07750",953,1749,1154,2621,4100,2869
"AT1G07760",0,0,0,0,2,0
"AT1G07770",9174,12474,7474,11076,10731,11811
"AT1G07780",1573,2388,1694,1305,2055,2526
"AT1G07790",2121,2488,1947,2081,1823,2294
"AT1G07795",6,16,4,14,12,24
"AT1G07810",2498,4455,2410,4995,4278,3792
"AT1G07820",3627,4615,3368,4543,3178,4310
"AT1G07830",1077,1754,1154,1630,1569,1717
"AT1G07840",1608,2548,1711,2003,2299,2285
"AT1G07850",3,0,2,4,2,0
"AT1G07860",2,7,2,2,0,2
"AT1G07870",520,997,517,743,805,747
"AT1G07880",512,590,467,316,343,600
"AT1G07885",42,34,56,22,29,81
"AT1G07890",45638,83781,57652,63601,98295,96859
"AT1G07900",91,216,111,20,73,73
"AT1G07901",75,119,50,99,103,89
"AT1G07910",1225,1779,1091,1594,1728,1698
"AT1G07920",28507,47234,25475,33178,44262,40291
"AT1G07930",31425,57149,29890,40147,54934,47584
"AT1G07940",15513,23694,14853,17457,21138,21513
"AT1G07950",876,1218,810,1267,968,1056
"AT1G07960",1472,2084,1450,2193,1889,2096
"AT1G07970",826,1284,816,1050,1050,1182
"AT1G07980",813,1443,744,1198,1187,1154
"AT1G07985",46,74,19,156,122,96
"AT1G07990",2064,3474,1940,4182,3443,2828
"AT1G08000",503,792,485,707,684,694
"AT1G08005",11,18,1,2,16,5
"AT1G08010",903,1418,886,1171,1124,1243
"AT1G08030",1055,1713,1011,1717,1620,1480
"AT1G08032",0,0,0,0,0,0
"AT1G08035",13,13,8,13,9,10
"AT1G08040",843,1147,700,1175,909,1016
"AT1G08050",405,1046,713,588,624,694
"AT1G08060",1086,1545,995,2101,1307,1420
"AT1G08065",0,0,1,0,0,0
"AT1G08070",135,212,130,231,167,184
"AT1G08080",29,6,17,18,12,24
"AT1G08090",264,434,263,87,38,87
"AT1G08100",0,0,0,0,0,0
"AT1G08110",3471,6481,2966,4550,4923,3672
"AT1G08115",30,38,23,52,24,23
"AT1G08120",12,4,12,23,2,21
"AT1G08125",961,1717,997,1555,1272,1343
"AT1G08130",2008,3025,2244,2666,2615,3279
"AT1G08135",0,0,0,1,0,1
"AT1G08140",0,0,0,0,0,0
"AT1G08150",0,0,0,0,0,0
"AT1G08160",413,463,314,399,363,475
"AT1G08165",46,50,4,53,32,43
"AT1G08170",0,0,0,0,0,0
"AT1G08180",291,297,226,389,242,290
"AT1G08190",4343,6622,3803,5694,5375,5021
"AT1G08200",9247,16648,7673,14423,18849,14244
"AT1G08210",812,1433,786,1670,1155,1123
"AT1G08220",708,997,750,851,922,1144
"AT1G08230",1396,2785,954,3541,3151,2025
"AT1G08240",0,0,0,0,0,0
"AT1G08250",645,909,571,1160,1084,910
"AT1G08260",1471,1737,1607,1675,1251,2171
"AT1G08270",291,332,280,250,272,308
"AT1G08280",711,1079,660,1026,1074,1180
"AT1G08290",218,276,211,119,150,269
"AT1G08300",634,1349,625,998,1145,857
"AT1G08310",97,90,54,93,69,63
"AT1G08315",473,1148,564,1001,1123,786
"AT1G08320",328,291,295,356,203,473
"AT1G08340",139,205,219,307,167,292
"AT1G08350",545,745,565,755,626,738
"AT1G08360",16710,26970,16191,20808,21705,24233
"AT1G08370",1842,3352,1758,2888,2902,2544
"AT1G08380",30392,45798,15747,34147,31923,16425
"AT1G08390",194,233,159,242,222,214
"AT1G08400",378,594,451,665,519,556
"AT1G08410",1652,2471,1593,2025,2353,2504
"AT1G08420",3254,5160,2884,5103,4601,4219
"AT1G08430",504,613,450,244,310,543
"AT1G08440",0,2,2,9,13,4
"AT1G08450",2620,4364,3305,3168,2688,2868
"AT1G08460",600,931,559,1085,752,774
"AT1G08465",632,1037,531,885,575,490
"AT1G08470",811,1740,773,1034,1043,841
"AT1G08480",3332,5137,2865,4531,4326,4023
"AT1G08490",2982,4788,2500,4869,4107,3497
"AT1G08500",175,249,135,154,115,113
"AT1G08510",5106,11030,4231,6439,7986,5370
"AT1G08520",9585,13562,5630,11599,9779,7264
"AT1G08530",766,1101,695,823,880,787
"AT1G08540",5727,7663,3429,6056,5191,4003
"AT1G08550",3663,4172,1801,4730,2784,2205
"AT1G08560",1306,1449,991,955,854,1323
"AT1G08570",3245,6133,1642,2127,3549,2029
"AT1G08580",3007,3522,2766,2546,2893,4346
"AT1G08590",454,615,540,643,419,639
"AT1G08592",427,563,487,601,398,579
"AT1G08600",1816,2857,1685,2621,2436,2381
"AT1G08610",950,1499,801,857,1100,1182
"AT1G08620",1593,2396,1438,2916,2145,2050
"AT1G08630",148,526,279,2195,1706,853
"AT1G08640",5639,7896,5076,6913,6866,7295
"AT1G08650",583,736,693,325,1012,939
"AT1G08660",1679,2156,1526,2445,1887,2378
"AT1G08670",55,64,58,26,37,141
"AT1G08680",1818,2963,1594,4371,2805,2432
"AT1G08695",0,0,0,0,0,1
"AT1G08700",1173,2043,1257,1567,1641,1553
"AT1G08710",587,1082,638,1053,987,839
"AT1G08720",1228,2184,974,2256,1599,1457
"AT1G08730",44,48,30,44,29,41
"AT1G08750",576,992,623,932,751,848
"AT1G08760",846,1341,764,1329,1183,1134
"AT1G08770",610,1061,447,1230,1038,735
"AT1G08780",943,1222,970,1180,946,1220
"AT1G08790",0,0,0,0,0,0
"AT1G08800",1584,2959,1420,4925,3714,2889
"AT1G08810",675,1372,427,1093,677,544
"AT1G08820",1465,2882,1707,2918,2440,2399
"AT1G08830",1843,3518,2578,3811,3417,4968
"AT1G08840",1035,1437,1084,1393,1086,1699
"AT1G08845",430,787,431,572,697,602
"AT1G08860",2,12,17,16,8,16
"AT1G08870",0,0,0,0,0,0
"AT1G08880",3840,5137,3867,4699,4252,5109
"AT1G08890",359,425,312,631,366,521
"AT1G08900",830,1514,486,1841,1242,686
"AT1G08910",1446,2303,1537,1952,1733,2289
"AT1G08920",1003,1874,768,2212,4231,4169
"AT1G08930",13885,40905,14106,32491,23458,16125
"AT1G08940",778,1526,1005,2190,2219,1820
"AT1G08950",0,0,0,0,0,0
"AT1G08960",710,968,691,599,780,945
"AT1G08970",2000,2828,1632,2244,2317,2198
"AT1G08980",2985,4432,1553,5297,2221,1676
"AT1G08985",0,0,0,0,0,0
"AT1G08990",113,111,143,130,66,186
"AT1G09000",202,271,205,211,187,278
"AT1G09010",2809,4294,2068,4874,3347,2910
"AT1G09020",2218,3617,2048,3318,3120,2774
"AT1G09026",0,0,0,0,0,0
"AT1G09030",0,0,0,0,0,0
"AT1G09040",343,589,302,517,387,376
"AT1G09050",304,452,233,381,419,382
"AT1G09060",2366,4388,2081,3588,2653,2563
"AT1G09070",11971,32211,9153,11778,17463,9976
"AT1G09080",117,197,146,64,96,107
"AT1G09090",97,123,131,640,352,923
"AT1G09100",1606,2758,1957,2809,2694,2566
"AT1G09110",0,0,0,0,1,0
"AT1G09130",8485,14586,6515,13278,13366,8661
"AT1G09140",4103,8841,4012,6164,9649,6228
"AT1G09150",2071,2842,1883,2524,2179,2432
"AT1G09155",22,34,20,34,16,49
"AT1G09157",2,6,0,0,0,0
"AT1G09160",2009,3296,1949,1856,2223,2414
"AT1G09170",97,168,120,158,112,140
"AT1G09176",0,6,2,2,6,4
"AT1G09180",27,74,43,37,216,131
"AT1G09190",310,412,340,410,347,461
"AT1G09195",399,609,367,666,387,412
"AT1G09200",3444,3879,3369,2840,2762,3717
"AT1G09210",8642,13499,9523,9755,19282,15644
"AT1G09220",136,234,139,220,188,179
"AT1G09230",880,1193,916,1374,1177,1217
"AT1G09240",139,211,212,182,148,215
"AT1G09245",0,0,0,0,0,0
"AT1G09250",761,1238,834,859,1224,1144
"AT1G09260",2,3,2,3,2,3
"AT1G09270",2866,4780,2796,4555,4147,3982
"AT1G09280",936,1680,1004,1664,1216,1290
"AT1G09290",747,1256,726,1144,1127,1057
"AT1G09300",1004,1618,1031,1651,1577,1704
"AT1G09310",31479,83654,25877,17831,37357,19762
"AT1G09320",512,814,472,768,592,645
"AT1G09330",1826,3355,1747,2673,2810,2621
"AT1G09340",30022,63003,16387,30033,37167,17525
"AT1G09350",5,7,8,4,2,2
"AT1G09360",0,0,0,0,0,0
"AT1G09370",0,0,0,0,0,0
"AT1G09380",20,28,10,38,20,13
"AT1G09390",348,507,283,316,203,204
"AT1G09400",23,35,23,50,20,25
"AT1G09410",91,160,82,130,144,125
"AT1G09415",735,865,461,1087,697,622
"AT1G09420",1167,1289,1104,2376,1389,1592
"AT1G09421",557,553,488,1052,647,668
"AT1G09430",3521,6433,3554,8447,5532,4662
"AT1G09440",475,1052,360,831,575,517
"AT1G09450",233,181,206,105,126,222
"AT1G09460",553,600,589,756,484,857
"AT1G09470",327,298,355,285,270,455
"AT1G09480",214,331,185,574,397,419
"AT1G09483",2,12,2,0,2,0
"AT1G09490",1772,3259,1485,2606,3262,2351
"AT1G09500",896,2840,1167,3301,5595,3537
"AT1G09510",0,6,0,8,13,6
"AT1G09520",732,1529,865,1035,1345,1244
"AT1G09530",2568,4182,2290,3207,3731,2906
"AT1G09540",43,50,45,26,32,32
"AT1G09550",5,1,1,3,1,3
"AT1G09560",6196,11688,6909,9388,8450,8457
"AT1G09570",3402,5053,2928,9849,4459,4021
"AT1G09575",171,271,140,294,185,194
"AT1G09580",480,721,450,538,655,619
"AT1G09590",12305,18313,11321,13092,15609,17860
"AT1G09600",101,73,55,37,41,63
"AT1G09610",66,82,66,64,75,78
"AT1G09620",8565,12753,7958,11335,10616,10840
"AT1G09625",0,0,2,0,0,0
"AT1G09630",958,1452,760,1082,895,911
"AT1G09640",15699,28358,16292,21480,25622,23907
"AT1G09645",1024,1785,922,2001,1505,1167
"AT1G09650",19,32,26,35,32,42
"AT1G09660",2607,4082,2491,2278,2973,3380
"AT1G09665",0,0,0,0,0,0
"AT1G09680",173,231,170,259,187,249
"AT1G09690",17277,25633,15728,19768,22925,23471
"AT1G09700",575,1005,617,832,744,734
"AT1G09710",491,902,374,832,710,568
"AT1G09720",0,0,1,0,1,0
"AT1G09730",1781,2928,1786,3067,2503,2370
"AT1G09740",1203,1475,990,2117,1608,1640
"AT1G09750",3431,3396,2156,2540,1696,1919
"AT1G09760",2838,4031,2558,2899,3063,3656
"AT1G09770",5055,8026,4684,9267,7051,6833
"AT1G09780",13724,20351,12677,21528,16211,17765
"AT1G09790",0,0,0,2,0,0
"AT1G09794",238,360,218,514,387,327
"AT1G09795",4430,6268,3302,6215,5012,4296
"AT1G09800",366,613,352,294,330,446
"AT1G09810",1145,2243,1270,1986,1824,1773
"AT1G09812",95,116,85,60,73,121
"AT1G09815",1093,1803,1016,1905,1640,1466
"AT1G09820",286,427,230,385,280,335
"AT1G09830",2556,4546,2460,2565,3920,3465
"AT1G09840",2171,3023,2006,2417,2177,2672
"AT1G09850",1557,2523,1385,2145,2745,2476
"AT1G09860",64,75,63,76,76,66
"AT1G09870",1161,1843,1174,1467,1479,1592
"AT1G09880",42,30,47,31,24,71
"AT1G09890",134,158,207,163,156,236
"AT1G09900",1746,2481,1323,1907,1834,1702
"AT1G09910",827,1189,718,1514,1061,1012
"AT1G09920",1536,2336,1265,2568,2115,1741
"AT1G09930",8,12,5,4,5,6
"AT1G09932",305,571,742,272,254,644
"AT1G09935",0,0,0,0,0,0
"AT1G09940",1187,2711,1425,2582,2205,1874
"AT1G09950",81,69,47,39,73,70
"AT1G09960",325,470,339,475,551,654
"AT1G09970",19853,47208,26806,53410,60536,52084
"AT1G09980",1851,3110,1783,2996,2382,2576
"AT1G09995",331,474,306,352,271,397
"AT1G10000",25,46,39,70,44,55
"AT1G10010",0,0,0,0,0,0
"AT1G10020",1132,2047,964,1386,1487,1357
"AT1G10030",825,1020,718,641,727,972
"AT1G10040",208,259,197,135,261,296
"AT1G10050",547,1118,652,806,972,987
"AT1G10060",851,1480,537,1072,940,593
"AT1G10070",216,288,215,4099,465,553
"AT1G10090",1130,1682,1003,2142,1785,1803
"AT1G10095",213,354,190,370,252,220
"AT1G10100",1,3,1,1,0,4
"AT1G10110",46,57,58,36,45,60
"AT1G10120",1010,1425,958,932,784,1239
"AT1G10130",2355,3780,2569,2948,2850,3492
"AT1G10140",503,1090,712,4018,2432,2046
"AT1G10150",906,2120,871,1265,1776,1190
"AT1G10155",12,10,21,54,14,8
"AT1G10170",3964,8599,3921,6972,5913,5488
"AT1G10180",1157,1696,980,1340,1216,1327
"AT1G10190",0,0,0,0,0,0
"AT1G10200",3065,3395,2693,3717,1944,2665
"AT1G10210",334,508,275,538,380,311
"AT1G10220",27,53,63,26,40,56
"AT1G10230",814,1366,842,629,1464,1084
"AT1G10240",634,1029,524,775,936,880
"AT1G10250",0,0,0,0,0,0
"AT1G10270",1224,2185,1210,1753,2052,1923
"AT1G10280",291,444,324,312,368,388
"AT1G10290",4366,7368,4360,6412,6145,5712
"AT1G10300",134,106,187,97,142,214
"AT1G10310",1220,1768,868,1603,1865,1385
"AT1G10320",874,1215,901,1361,909,1159
"AT1G10330",124,132,85,148,146,125
"AT1G10340",206,1018,600,115,103,209
"AT1G10350",601,948,524,946,704,715
"AT1G10360",1211,1817,615,1719,1637,932
"AT1G10370",2445,6057,2865,3880,4842,3853
"AT1G10380",646,729,418,639,531,602
"AT1G10385",2,9,12,6,10,2
"AT1G10390",4697,8289,4533,7196,7312,7095
"AT1G10400",137,120,130,92,84,153
"AT1G10410",2694,4532,3670,5044,5258,5802
"AT1G10417",71,87,82,70,38,95
"AT1G10430",1395,2447,1298,2017,2133,1744
"AT1G10440",0,0,0,0,0,0
"AT1G10450",2096,3218,2028,3649,2920,2901
"AT1G10455",4,2,0,0,0,0
"AT1G10460",40,40,33,34,42,64
"AT1G10470",1841,2642,1949,2960,2634,2625
"AT1G10480",58,43,77,64,39,86
"AT1G10490",4551,7468,4401,5400,6090,6129
"AT1G10500",3549,6699,2898,6569,6337,4228
"AT1G10510",3333,5097,2655,4192,4552,3818
"AT1G10520",138,235,204,179,199,250
"AT1G10522",3210,3804,2154,3088,3154,2971
"AT1G10530",119,111,106,167,163,247
"AT1G10540",28,76,40,47,46,48
"AT1G10550",167,459,233,76,106,175
"AT1G10560",69,109,59,62,92,89
"AT1G10570",1165,1564,1179,2032,1190,1516
"AT1G10580",2475,4605,2611,4915,4836,4586
"AT1G10585",2532,4260,2045,7399,11378,8684
"AT1G10586",15,1,2,9,9,11
"AT1G10588",2,0,0,0,2,0
"AT1G10590",4747,7455,4477,7066,6316,6814
"AT1G10600",1203,1823,1042,2182,1540,1265
"AT1G10610",221,373,216,456,208,262
"AT1G10620",1,2,1,0,0,0
"AT1G10630",3317,6050,3329,4037,4803,4640
"AT1G10640",214,225,138,73,197,201
"AT1G10650",1348,2658,1314,1300,1960,1646
"AT1G10652",0,0,0,0,0,0
"AT1G10657",229,352,197,206,251,209
"AT1G10660",1622,2487,1386,2661,1903,2004
"AT1G10670",8228,15717,7814,10451,11901,10713
"AT1G10680",0,2,2,2,1,5
"AT1G10682",692,437,791,685,237,887
"AT1G10690",110,165,93,111,120,180
"AT1G10700",1248,2231,1315,4005,3204,3093
"AT1G10710",8,14,8,8,12,12
"AT1G10717",0,0,0,0,0,0
"AT1G10720",915,1909,1025,1815,1783,1280
"AT1G10730",444,612,412,786,605,677
"AT1G10740",1869,3988,1478,1759,2059,1467
"AT1G10745",0,0,0,0,0,0
"AT1G10747",1,0,2,3,0,3
"AT1G10750",188,202,204,141,160,259
"AT1G10760",6274,6418,4570,5772,3801,4725
"AT1G10770",24,23,14,93,18,31
"AT1G10780",434,418,420,299,258,367
"AT1G10790",42,38,35,18,23,47
"AT1G10800",22,24,30,24,29,40
"AT1G10810",61,84,70,68,75,80
"AT1G10820",1275,1802,1079,1400,1315,1402
"AT1G10830",1644,2401,1155,2298,2228,1592
"AT1G10840",6650,11782,6554,8667,9799,8883
"AT1G10850",1145,1418,1105,907,1081,1386
"AT1G10865",1005,1502,824,2030,1312,1312
"AT1G10870",1026,1716,1182,1385,1159,1431
"AT1G10880",1,0,2,0,4,0
"AT1G10890",3007,4522,3156,6380,3932,4535
"AT1G10900",2297,3532,2208,2450,2591,2878
"AT1G10910",2597,3897,1684,3511,2683,2303
"AT1G10920",369,752,358,988,533,501
"AT1G10930",1760,1501,1294,1412,973,1482
"AT1G10940",3094,4767,2698,5004,4435,4016
"AT1G10950",5599,9116,5523,8305,7290,7448
"AT1G10960",26775,53496,19145,24476,42570,21787
"AT1G10970",187,256,229,230,137,234
"AT1G10980",10,8,12,11,9,10
"AT1G10990",507,870,507,1437,834,831
"AT1G11000",456,1004,617,538,556,668
"AT1G11010",0,0,0,0,0,0
"AT1G11020",628,1302,630,1223,1013,987
"AT1G11030",0,0,0,0,0,0
"AT1G11040",0,0,0,0,2,2
"AT1G11050",1729,4573,1751,1375,4237,3049
"AT1G11060",902,1631,1054,1511,1333,1246
"AT1G11070",12,4,2,6,4,6
"AT1G11080",66,40,74,90,18,102
"AT1G11090",448,779,412,620,607,591
"AT1G11100",222,346,197,209,372,412
"AT1G11110",4,0,0,7,2,6
"AT1G11112",24,41,32,26,36,36
"AT1G11120",135,111,147,97,100,130
"AT1G11125",46,71,53,36,36,61
"AT1G11130",1290,1485,1301,655,980,1299
"AT1G11145",0,0,0,0,0,0
"AT1G11160",204,301,271,203,203,369
"AT1G11170",419,521,391,363,443,496
"AT1G11175",272,546,211,736,474,306
"AT1G11180",510,795,362,1280,624,426
"AT1G11185",62,102,174,358,304,832
"AT1G11190",79,184,180,167,175,267
"AT1G11200",770,1266,792,1214,1072,1012
"AT1G11210",579,379,471,369,177,391
"AT1G11220",89,149,85,70,114,116
"AT1G11230",0,0,0,0,0,0
"AT1G11240",2014,2934,1953,2393,2288,2504
"AT1G11250",8,8,2,14,2,5
"AT1G11260",2519,6966,2219,6887,3263,1980
"AT1G11270",296,555,308,542,381,377
"AT1G11280",1555,2316,1541,1627,1840,2201
"AT1G11290",342,620,263,481,374,295
"AT1G11300",535,1221,569,505,563,456
"AT1G11310",6202,13493,7636,11083,7955,8720
"AT1G11320",285,505,296,378,345,374
"AT1G11330",2122,4563,3506,3584,3858,4865
"AT1G11340",253,650,216,400,444,220
"AT1G11350",1678,4322,1321,3234,2603,1572
"AT1G11360",903,1405,892,1445,1034,1151
"AT1G11362",6,8,12,72,4,16
"AT1G11370",2,2,2,6,4,0
"AT1G11380",585,923,478,767,576,679
"AT1G11390",1222,1835,1316,1488,1644,1825
"AT1G11400",1118,1756,1021,1959,1526,1435
"AT1G11410",785,2115,553,747,1460,612
"AT1G11420",207,230,202,168,146,323
"AT1G11430",6083,8444,4644,7300,7869,6520
"AT1G11440",401,584,417,1631,1103,982
"AT1G11450",386,355,337,236,181,347
"AT1G11460",11,8,4,17,8,9
"AT1G11470",0,2,0,0,0,0
"AT1G11475",2108,3012,2332,2625,2882,3288
"AT1G11480",2952,4724,2503,5582,4522,3666
"AT1G11490",10,24,11,15,30,24
"AT1G11500",20,20,19,17,11,22
"AT1G11510",2,0,0,0,0,0
"AT1G11520",0,0,0,1,0,0
"AT1G11530",944,1538,679,1963,802,573
"AT1G11540",80,162,111,136,99,142
"AT1G11545",1015,1810,1058,854,739,962
"AT1G11550",0,0,0,0,0,0
"AT1G11560",4,4,2,3,4,11
"AT1G11570",80,81,69,79,64,114
"AT1G11572",4,7,6,23,26,10
"AT1G11580",6027,6742,8704,26951,13959,27492
"AT1G11590",0,0,4,2,0,0
"AT1G11592",481,722,497,844,584,547
"AT1G11593",0,0,0,0,0,0
"AT1G11600",226,247,278,60,69,244
"AT1G11608",0,0,0,2,2,0
"AT1G11610",2,8,4,2,8,8
"AT1G11620",0,0,0,0,0,0
"AT1G11630",586,939,609,915,912,889
"AT1G11640",0,0,0,3,0,4
"AT1G11650",12906,23096,10881,22945,20712,16838
"AT1G11655",14,22,10,16,6,21
"AT1G11660",2188,3459,2172,3593,2742,2814
"AT1G11670",1006,1467,998,1663,1560,1820
"AT1G11680",4591,7220,4721,8920,5900,5890
"AT1G11684",0,0,2,0,0,0
"AT1G11690",3,2,0,1,2,0
"AT1G11700",850,1231,665,679,607,441
"AT1G11710",240,402,261,402,363,409
"AT1G11720",1655,2729,1467,2727,3347,2816
"AT1G11730",96,117,81,97,91,115
"AT1G11735",9,13,12,12,6,5
"AT1G11740",59,50,32,38,30,34
"AT1G11750",6290,9263,4379,7688,7640,5721
"AT1G11755",722,1105,702,1079,931,990
"AT1G11760",374,503,286,505,411,439
"AT1G11765",0,0,0,0,0,0
"AT1G11770",9,8,9,3,6,5
"AT1G11780",958,1642,989,1204,1296,1316
"AT1G11785",15,23,17,30,22,6
"AT1G11790",1654,2642,1566,1575,1999,2228
"AT1G11800",488,672,361,774,734,556
"AT1G11810",40,46,23,38,41,27
"AT1G11820",3097,4609,2545,3301,3588,3267
"AT1G11840",13918,24609,12789,21617,26702,22707
"AT1G11850",780,1064,599,863,651,695
"AT1G11860",37513,67662,22431,37883,44397,25537
"AT1G11870",1879,2249,1372,2483,2046,1837
"AT1G11880",229,402,218,348,341,313
"AT1G11890",2118,3681,1994,3070,3047,2535
"AT1G11900",163,189,141,303,165,177
"AT1G11905",593,1066,693,1114,933,896
"AT1G11910",16308,26358,12794,26346,25236,19620
"AT1G11915",30,52,40,40,37,46
"AT1G11920",27,51,28,78,35,61
"AT1G11925",4,2,8,12,2,10
"AT1G11930",1920,2450,1473,3590,2789,2626
"AT1G11940",383,577,370,611,564,596
"AT1G11950",584,855,539,707,599,583
"AT1G11960",691,1039,631,833,813,729
"AT1G11970",2,0,0,2,0,0
"AT1G11980",0,0,0,1,0,2
